 origin | dest | distance | vuelos 
 IAD    | BOS  |   413.00 |    725
 IAD    | BUF  |   284.00 |    230
 IAD    | BWI  |    45.00 |     30
 IAD    | CAE  |   401.00 |    171
 IAD    | CHS  |   441.00 |    163
 IAD    | CLE  |   288.00 |    532
 IAD    | DCA  |    24.00 |    108
 IAD    | DEN  |  1452.00 |    732
 IAD    | DFW  |  1172.00 |    545
 IAD    | DTW  |   383.00 |    563
 IAD    | EWR  |   213.00 |    786
 IAD    | FLL  |   901.00 |    385
 IAD    | GSO  |   239.00 |    156
 IAD    | HPN  |   247.00 |    173
 IAD    | IAH  |  1190.00 |    247
 IAD    | ILG  |   111.00 |     27
 IAD    | ISP  |   265.00 |    227
 IAD    | JAX  |   631.00 |    285
 IAD    | JFK  |   228.00 |    196
 IAD    | LAX  |  2288.00 |    588
 IAD    | LGA  |   229.00 |    664
 IAD    | MCO  |   758.00 |    568
 IAD    | MDT  |    94.00 |     29
 IAD    | MDW  |   577.00 |    232
 IAD    | MEM  |   742.00 |    248
 IAD    | MIA  |   921.00 |    317
 IAD    | MSP  |   908.00 |    164
 IAD    | MSY  |   954.00 |    274
 IAD    | MYR  |   372.00 |     28
 IAD    | ORD  |   589.00 |    587
 IAD    | ORF  |   157.00 |    120
 IAD    | PBI  |   859.00 |    228
 IAD    | PHF  |   135.00 |     57
 IAD    | PHL  |   134.00 |     82
 IAD    | PIT  |   183.00 |    326
 IAD    | RDU  |   224.00 |    204
 IAD    | RIC  |    99.00 |     87
 IAD    | ROC  |   289.00 |    260
 IAD    | RSW  |   890.00 |    154
 IAD    | SAV  |   515.00 |     59
 IAD    | SEA  |  2306.00 |     81
 IAD    | SFO  |  2419.00 |    319
 IAD    | SJU  |  1571.00 |     15
 IAD    | SLC  |  1827.00 |    257
 IAD    | STL  |   696.00 |    227
 IAD    | TPA  |   810.00 |    491
 IAH    | ABQ  |   744.00 |    162
 IAH    | ATL  |   689.00 |   1131
 IAH    | AUS  |   140.00 |    587
 IAH    | BNA  |   657.00 |    348
 IAH    | BOS  |  1597.00 |    255
 IAH    | BTR  |   253.00 |    214
 IAH    | BWI  |  1235.00 |    343
 IAH    | CLE  |  1091.00 |    259
 IAH    | CLT  |   913.00 |    246
 IAH    | CMH  |   986.00 |     79
 IAH    | CRP  |   201.00 |    317
 IAH    | CVG  |   871.00 |    269
 IAH    | DAL  |   217.00 |    604
 IAH    | DCA  |  1208.00 |    297
 IAH    | DEN  |   861.00 |    960
 IAH    | DFW  |   224.00 |   1985
 IAH    | DTW  |  1076.00 |    242
 IAH    | ELP  |   667.00 |    168
 IAH    | EWR  |  1400.00 |    474
 IAH    | FLL  |   965.00 |    281
 IAH    | HOU  |    24.00 |    637
 IAH    | HRL  |   295.00 |    362
 IAH    | IAD  |  1190.00 |    232
 IAH    | ICT  |   542.00 |    139
 IAH    | IND  |   845.00 |     80
 IAH    | JAX  |   817.00 |    158
 IAH    | JFK  |  1417.00 |     86
 IAH    | LAS  |  1222.00 |    165
 IAH    | LAX  |  1379.00 |    623
 IAH    | LFT  |   201.00 |    201
 IAH    | LGA  |  1416.00 |    494
 IAH    | MAF  |   429.00 |     79
 IAH    | MCI  |   643.00 |    212
 IAH    | MCO  |   853.00 |    325
 IAH    | MEM  |   469.00 |    232
 IAH    | MFE  |   316.00 |    388
 IAH    | MIA  |   964.00 |    428
 IAH    | MOB  |   427.00 |    166
 IAH    | MSP  |  1034.00 |    234
 IAH    | MSY  |   305.00 |    727
 IAH    | OKC  |   395.00 |    225
 IAH    | OMA  |   781.00 |     84
 IAH    | ONT  |  1334.00 |    160
 IAH    | ORD  |   925.00 |    997
 IAH    | PBI  |   956.00 |     76
 IAH    | PHL  |  1324.00 |    371
 IAH    | PHX  |  1009.00 |    251
 IAH    | PIT  |  1117.00 |    440
 IAH    | PNS  |   489.00 |    205
 IAH    | RSW  |   861.00 |     83
 IAH    | SAN  |  1303.00 |    256
 IAH    | SAT  |   191.00 |    617
 IAH    | SBA  |  1464.00 |      1
 IAH    | SEA  |  1874.00 |     82
 IAH    | SFO  |  1635.00 |    494
 IAH    | SHV  |   192.00 |    155
 IAH    | SJC  |  1608.00 |    152
 IAH    | SLC  |  1195.00 |    111
 IAH    | STL  |   668.00 |    493
 IAH    | TPA  |   787.00 |    334
 IAH    | TUL  |   429.00 |    239
 ICT    | DEN  |   419.00 |    644
 ICT    | DFW  |   328.00 |    344
 ICT    | IAH  |   542.00 |    138
 ICT    | LAS  |   987.00 |     85
 ICT    | LIT  |   354.00 |     87
 ICT    | MCI  |   186.00 |    242
 ICT    | MEM  |   453.00 |    329
 ICT    | OMA  |   265.00 |     51
 ICT    | ORD  |   588.00 |    499
 ICT    | PHX  |   870.00 |    263
 ICT    | PIT  |   944.00 |     82
 ICT    | SGF  |   224.00 |    333
 ICT    | STL  |   392.00 |    336
 IDA    | JAC  |    67.00 |     74
 IDA    | ORD  |  1229.00 |     14
 IDA    | SLC  |   188.00 |    233
 ILG    | IAD  |   111.00 |     27
 ILM    | BWI  |   345.00 |    139
 ILM    | CLT  |   185.00 |    392
 ILM    | GSO  |   171.00 |    237
 ILM    | ORF  |   205.00 |     89
 ILM    | RDU  |   122.00 |    173
 IND    | ATL  |   432.00 |    688
 IND    | CLE  |   261.00 |    244
 IND    | CLT  |   428.00 |    163
 IND    | CMH  |   182.00 |    347
 IND    | CVG  |    98.00 |    572
 IND    | DCA  |   499.00 |    232
 IND    | DEN  |   977.00 |    399
 IND    | DFW  |   762.00 |    269
 IND    | DTW  |   231.00 |    645
 IND    | EVV  |   135.00 |    257
 IND    | EWR  |   644.00 |    390
 IND    | IAH  |   845.00 |     83
 IND    | JFK  |   664.00 |     83
 IND    | LAX  |  1814.00 |    119
 IND    | LGA  |   659.00 |    230
 IND    | MCI  |   451.00 |     99
 IND    | MCO  |   828.00 |     92
 IND    | MEM  |   381.00 |    336
 IND    | MKE  |   238.00 |    172
 IND    | MSP  |   503.00 |    252
 IND    | ORD  |   177.00 |    912
 IND    | PHL  |   587.00 |    319
 IND    | PHX  |  1489.00 |    146
 IND    | PIT  |   325.00 |    468
 IND    | SDF  |   111.00 |    424
 IND    | SFO  |  1944.00 |     82
 IND    | STL  |   229.00 |    421
 IND    | TPA  |   838.00 |     86
 ISO    | BWI  |   271.00 |    178
 ISO    | CLT  |   188.00 |    183
 ISP    | ALB  |   139.00 |    176
 ISP    | BDL  |    82.00 |     55
 ISP    | BWI  |   220.00 |    177
 ISP    | DCA  |   249.00 |    144
 ISP    | FLL  |  1093.00 |    155
 ISP    | IAD  |   265.00 |    238
 ISP    | MCO  |   972.00 |     87
 ISP    | ORD  |   773.00 |    233
 ISP    | PIT  |   375.00 |    323
 ISP    | RDU  |   459.00 |    271
 ISP    | SYR  |   222.00 |    149
 ITH    | BGM  |    32.00 |     88
 ITH    | MDT  |   159.00 |     91
 ITH    | PIT  |   239.00 |    179
 ITH    | SYR  |    46.00 |    268
 JAC    | IDA  |    67.00 |     98
 JAC    | SLC  |   205.00 |    117
 JAN    | ATL  |   341.00 |    441
 JAN    | BHM  |   211.00 |    175
 JAN    | BNA  |   327.00 |    224
 JAN    | BTR  |   138.00 |     69
 JAN    | CVG  |   555.00 |    176
 JAN    | DFW  |   408.00 |    542
 JAN    | MEM  |   189.00 |    378
 JAN    | MLU  |   116.00 |     85
 JAN    | MOB  |   156.00 |    156
 JAN    | MSY  |   160.00 |    114
 JAN    | ORD  |   677.00 |     57
 JAN    | SHV  |   220.00 |     88
 JAX    | ATL  |   270.00 |   1388
 JAX    | BWI  |   663.00 |    101
 JAX    | CHS  |   193.00 |     84
 JAX    | CLT  |   329.00 |    444
 JAX    | DAB  |    97.00 |    366
 JAX    | DFW  |   919.00 |    265
 JAX    | EWR  |   821.00 |    480
 JAX    | FLL  |   318.00 |    417
 JAX    | IAD  |   631.00 |    299
 JAX    | IAH  |   817.00 |    165
 JAX    | MIA  |   334.00 |    652
 JAX    | ORD  |   865.00 |    162
 JAX    | ORF  |   543.00 |     76
 JAX    | PHL  |   742.00 |    172
 JAX    | PIT  |   695.00 |     90
 JAX    | RDU  |   408.00 |    270
 JAX    | SAV  |   117.00 |    325
 JAX    | STL  |   753.00 |    173
 JAX    | TPA  |   180.00 |    399
 JFK    | ATL  |   760.00 |    211
 JFK    | BDL  |   106.00 |     88
 JFK    | BOS  |   187.00 |    673
 JFK    | BUF  |   301.00 |    178
 JFK    | BWI  |   184.00 |    101
 JFK    | CLE  |   425.00 |    162
 JFK    | CLT  |   541.00 |     91
 JFK    | CMH  |   483.00 |     86
 JFK    | CVG  |   589.00 |     80
 JFK    | DAB  |   890.00 |     14
 JFK    | DAY  |   554.00 |     90
 JFK    | DCA  |   213.00 |    416
 JFK    | DEN  |  1626.00 |    174
 JFK    | DFW  |  1391.00 |    234
 JFK    | DTW  |   508.00 |    327
 JFK    | EWR  |    21.00 |     11
 JFK    | FLL  |  1069.00 |    360
 JFK    | HNL  |  4983.00 |     25
 JFK    | HOU  |  1428.00 |     86
 JFK    | IAD  |   228.00 |    135
 JFK    | IAH  |  1417.00 |     85
 JFK    | IND  |   664.00 |     86
 JFK    | JFK  |     0.00 |      1
 JFK    | LAS  |  2248.00 |    166
 JFK    | LAX  |  2475.00 |   1060
 JFK    | LGA  |    11.00 |      5
 JFK    | MCO  |   944.00 |    399
 JFK    | MEM  |   964.00 |     85
 JFK    | MIA  |  1090.00 |    654
 JFK    | MSP  |  1028.00 |    156
 JFK    | MSY  |  1182.00 |     87
 JFK    | ORD  |   740.00 |    329
 JFK    | ORF  |   289.00 |     87
 JFK    | PBI  |  1028.00 |    162
 JFK    | PHL  |    94.00 |    169
 JFK    | PHX  |  2153.00 |    308
 JFK    | PIT  |   340.00 |    475
 JFK    | RDU  |   426.00 |    141
 JFK    | RIC  |   288.00 |     91
 JFK    | ROC  |   264.00 |     85
 JFK    | RSW  |  1074.00 |     56
 JFK    | SAN  |  2446.00 |     89
 JFK    | SEA  |  2421.00 |    168
 JFK    | SFO  |  2586.00 |    682
 JFK    | SJU  |  1597.00 |    973
 JFK    | SLC  |  1989.00 |    246
 JFK    | SRQ  |  1041.00 |     42
 JFK    | STL  |   892.00 |    236
 JFK    | STT  |  1623.00 |    261
 JFK    | STX  |  1668.00 |     14
 JFK    | SYR  |   209.00 |    195
 JFK    | TPA  |  1005.00 |    533
 JFK    | UCA  |   191.00 |     78
 JNU    | ANC  |   571.00 |    148
 JNU    | FAI  |   624.00 |     72
 JNU    | KTN  |          |     91
 JNU    | PSG  |   123.00 |     82
 JNU    | SEA  |   909.00 |    126
 JNU    | SIT  |    95.00 |    115
 JNU    | YAK  |   199.00 |     68
 KOA    | LAX  |  2504.00 |     77
 KOA    | SFO  |  2367.00 |     80
 KTN    | JNU  |          |     82
 KTN    | SEA  |          |    250
 KTN    | SIT  |          |     86
 KTN    | WRG  |          |     80
 LAN    | AZO  |    62.00 |    157
 LAN    | DAY  |   200.00 |    266
 LAN    | DTW  |    74.00 |    283
 LAS    | ABQ  |   487.00 |    573
 LAS    | ATL  |  1747.00 |    175
 LAS    | AUS  |  1090.00 |     46
 LAS    | BUR  |   223.00 |    951
 LAS    | BWI  |  2106.00 |     81
 LAS    | COS  |   604.00 |    117
 LAS    | DEN  |   629.00 |   1113
 LAS    | DFW  |  1055.00 |    860
 LAS    | DSM  |  1216.00 |      1
 LAS    | DTW  |  1750.00 |     83
 LAS    | ELP  |   584.00 |    165
